gutenberg_id,goodreads_id,goodreads_title,goodreads_author,goodreads_description,goodreads_average_rating,goodreads_rating_dist,goodreads_ratings_count,goodreads_text_reviews_count,goodreads_num_pages,goodreads_publisher,goodreads_language_code,goodreads_image_url,goodreads_small_image_url,goodreads_isbn,goodreads_isbn_13,goodreads_link
22218,6428186,The Street that Wasn't There,Clifford D. Simak,"Mr. Jonathan Chambers senses that something is very wrong. The walk he takes every night is suddenly, slightly shorter. All around him things are vanishing. Is it because of the recent war or famine in the world? Does the scandalous theory that cost him his job hold the key? Or is it just the slowly unhinging mind of a recluse?<br /><br />Public Domain (P)2012 Last Word Audio",3.72,5:48|4:72|3:75|2:10|1:4|total:209,114,17,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/6428186-the-street-that-wasn-t-there
22219,6791464,The Flight of Pony Baker: A Boy's Town Story,William Dean Howells,"The Flight of Pony Baker is a novel for children which tells the story of a young boy named Pony Baker who, throughout the book, attempts to run away from his home where he lives with his mother, father, and five sisters. The setting of the story is ""fifty years ago"" in the Boy's Town of Ohio, the state where Howells was born and raised. Pony lives in the Boy's Town with his mother, father, and five sisters, whom his mother always wants him to play with. Pony's mother is very overprotective of Pony, which makes her a bad mother when it comes to having fun. Pony's father has done some things that have given Pony the right to run away as well. An older boy named Jim Leonard suggests that Pony go with the Indians and that the Indians would like him and then adopt him into their tribe.<br />Extract:<br />""If there was any fellow in the Boy's Town fifty years ago who had a good reason to run off it was Pony Baker. Pony was not his real name; it was what the boys called him, because there were so many fellows who had to be told apart, as Big Joe and Little Joe, and Big John and Little John, and Big Bill and Little Bill, that they got tired of telling boys apart that way; and after one of the boys called him Pony Baker, so that you could know him from his cousin Frank Baker, nobody ever called him anything else.""",3.50,5:0|4:1|3:1|2:0|1:0|total:2,1,0,124,Dodo Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1409964701,9781409964704,https://www.goodreads.com/book/show/6791464-the-flight-of-pony-baker
22220,19332054,Policing the Plains Being the Real-Life Record of the Famous North-West Mounted Police,Roderick George Macbeth,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,3.86,5:2|4:2|3:3|2:0|1:0|total:7,7,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19332054-policing-the-plains-being-the-real-life-record-of-the-famous-north-west
22221,7454868,"Oswald Langdon; Or, Pierre and Paul Lanier: A Romance of 1894-1898",Carson Jay Lee,"Mayor Levi Jackson Hamilton (1853- 1925), who also wrote under the pseudonym Carson Jay Lee, was the American author of Oswald Langdon; or, Pierre and Paul Lanier: A Romance of 1894-1898 (1900). """"Poor little fellow! "" murmured Oswald. ""He gave me such a shock! But how frightened he seemed when passing, with his innocent yell! How foolish my scare! What do New York police know or care about a crime committed in London years ago? """"",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,312,Dodo Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1409975363,9781409975366,https://www.goodreads.com/book/show/7454868-oswald-langdon-or-pierre-and-paul-lanier
22222,30207500,How to Write Letters Formerly the Book of Letters,Mary Owens Crowther,"Notice: This Book is published by Historical Books Limited (<a target=""_blank"" href=""http://www.publicdomain.org.uk"" rel=""nofollow"">www.publicdomain.org.uk</a>) as a Public Domain Book, if you have any inquiries, requests or need any help you can just send an email to publications@publicdomain.org.uk This book is found as a public domain and free book based on various online catalogs, if you think there are any problems regard copyright issues please contact us immediately via DMCA@publicdomain.org.uk",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,262,Createspace Independent Publishing Platform,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,153309702X,9781533097026,https://www.goodreads.com/book/show/30207500-how-to-write-letters-formerly-the-book-of-letters
22223,18680440,English Songs and Ballads,Various,,3.76,5:5|4:6|3:10|2:0|1:0|total:21,21,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/18680440-english-songs-and-ballads
22224,18949539,At Aboukir and Acre A Story of Napoleon's Invasion of Egypt,G.A. Henty,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,3.73,5:25|4:25|3:37|2:5|1:1|total:93,18,1,,,en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/18949539-at-aboukir-and-acre-a-story-of-napoleon-s-invasion-of-egypt
22225,12761509,Mary Louise in the Country,Edith Van Dyne,"Mary Louise in the Country is the second in the series of girl detective novels featuring Mary Louise Burrows and her friend Josie O'Gorman. Mary Louise and her Grandpa Jim, Colonel Hathaway, decide to spend their summer in the country in a summer house they've bought near a little town called Cragg's Crossing. Mary Louise falls into a mystery involving counterfeiting, a revolution in Ireland against England and confusion.",3.49,5:12|4:13|3:18|2:9|1:1|total:53,31,3,188,Aegypan,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,146380069X,9781463800697,https://www.goodreads.com/book/show/12761509-mary-louise-in-the-country
22226,6492698,The Whispering Spheres,Russ Winterbotham,,3.00,5:0|4:1|3:0|2:1|1:0|total:2,2,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1435389484,9781435389489,https://www.goodreads.com/book/show/6492698-the-whispering-spheres
22227,6431593,The 4-D Doodler,Graph Waldeyer,,2.84,5:2|4:7|3:40|2:16|1:3|total:68,28,5,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/6431593-the-4-d-doodler
22228,29463747,Alphabetical Vocabularies of the Clallum and Lummi,George Gibbs,"George Gibbs was an American writer best known for writing action and adventure novels, as well as spy thrillers in foreign lands.",4.00,5:0|4:1|3:0|2:0|1:0|total:1,0,0,28,Createspace Independent Publishing Platform,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1530339197,9781530339198,https://www.goodreads.com/book/show/29463747-alphabetical-vocabularies-of-the-clallum-and-lummi
22229,21179791,"The Modern Scottish Minstrel, Volume II. The Songs of Scotland of the past half century",Charles Rogers,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/21179791-the-modern-scottish-minstrel-volume-ii-the-songs-of-scotland-of-the-pa
22230,19380559,"Hortus Inclusus Messages from the Wood to the Garden, Sent in Happy Days to the Sister Ladies of the Thwaite, Coniston",John Ruskin,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,3.50,5:0|4:1|3:1|2:0|1:0|total:2,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19380559-hortus-inclusus-messages-from-the-wood-to-the-garden-sent-in-happy-days
22231,20558044,Peak and Prairie From a Colorado Sketch-book,Anna Fuller,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,2.00,5:0|4:0|3:0|2:1|1:0|total:1,1,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/20558044-peak-and-prairie-from-a-colorado-sketch-book
22232,18894513,The Carved Cupboard,Amy Le Feuvre,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,4.21,5:13|4:10|3:3|2:2|1:0|total:28,20,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/18894513-the-carved-cupboard
22233,12179987,Blazed Trail Stories And Stories Of The Wild Life,Stewart Edward White,,3.00,5:0|4:0|3:4|2:0|1:0|total:4,3,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/12179987-blazed-trail-stories-and-stories-of-the-wild-life
22234,11379674,Aunt Jo's Scrap-Bag; Volume V: Jimmy's Cruise in the Pinafore Etc.,Louisa May Alcott,This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.,3.36,5:6|4:7|3:19|2:2|1:2|total:36,14,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/11379674-aunt-jo-s-scrap-bag-volume-v
22235,2750407,Fräulein Julie. Ein naturalistisches Trauerspiel.,August Strindberg,"Het is bijzonder verheugend dat naast het prozawerk van de Zweedse schrijver August Strindberg nu een deel van zijn dramatisch oeuvre, gedeeltelijk voor het eerst in vertaling is verschenen. Het betreft tien eenacters, ontstaan tussen 1888 en 1892, waaronder het beroemde stuk ""Freule Julie"". Ze werden in het seizoen 1984/85 met groot succes ten tonele gebracht door de theatergroep Persona. De uitgave wordt voorafgegaan door een uitstekende algemene inleiding over leven en werken van Strindberg (10 blz.) en over de eenacters zelf (ruim 6 blz.). Het theaterhistorisch zeer belangrijke voorwoord bij ""Freule Julie"" van 1888 is tevens opgenomen. In de vertalingen zijn de nieuwste tekstgegevens verwerkt uit de verzamelde werken die in Zweden bezig zijn te verschijnen. Op een na zijn de vertalingen van Karst Woudstra. De uitgave is nogal slordig gecorrigeerd. Deze bundel mag in geen bibliotheek ontbreken.",3.50,5:2052|4:3216|3:3342|2:1322|1:417|total:10349,26,1,91,Reclam Verlag,ger,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3150182662,9783150182666,https://www.goodreads.com/book/show/2750407-fr-ulein-julie-ein-naturalistisches-trauerspiel
22236,11263308,Flag of the Free,Edward Smyth Jones,"This work has been previously published and carefully edited by humans to be read digitally on your eReader. Please enjoy this historical and classic work. All of our titles are only 99 cents and are formatted to work with the Nook. Also, if it is an illustrated work, you will be able to see all of the original images. This makes them the best quality classic works available for the lowest price. So enjoy this classic work as if it were the original book!",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,2940011987427,https://www.goodreads.com/book/show/11263308-flag-of-the-free
22237,19097716,Messages from the Epistle to the Hebrews,Handley Moule,,3.86,5:8|4:9|3:1|2:2|1:2|total:22,21,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19097716-messages-from-the-epistle-to-the-hebrews
22238,21283415,"Charles Carleton Coffin War Correspondent, Traveller, Author, and Statesman",William Elliot Griffis,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,3.00,5:0|4:0|3:1|2:0|1:0|total:1,1,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/21283415-charles-carleton-coffin-war-correspondent-traveller-author-and-states
22239,25168121,"Axel (Corps Security, #1)",Harper Sloan,"Fate hasn’t always been friends with Isabelle West. In fact, fate has been a downright bitch. <br /><br />Isabelle has learned the hard way how hard life can be when fate isn’t by your side. It can hand you dreams on silver platters, but it can snatch them right back and hand you nightmares. One thing Isabelle knew for sure fate was consistent with was taking away everything she ever loved.<br /><br />For the last two years Isabelle has been slowly clearing the clouds of her past. Happiness is finally on the horizon. She has a thriving business, great friends, and her life back. All she has to do is jump over the last hurdle…her ex-husband. <br /><br />When problems start causing her to fear her new life, and memories that are better left forgotten start rushing to the surface the last thing she needs is a ghost from her past to come knocking on her door. <br /><br />Axel never thought he would look into the eyes of Isabelle West again, and he wasn’t sure he wanted to now. He’s carried his anger for so long he isn’t sure he can just turn it off, but when he is faced with protecting her and an unexpected desire to have her again, life gets a little more complicated. <br /><br />How will Axel and Isabelle deal when all their cards are put on the table and everything they thought was true blows up in their faces? <br /><br /><br /><b>
  <i>Note from the author--This book is intended for a mature reading audience and isn't suitable for younger readers.</i>
</b>",4.12,5:15748|4:12696|3:5735|2:1612|1:849|total:36640,10516,576,260,,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426690321l/25168121._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426690321l/25168121._SX50_.jpg,,,https://www.goodreads.com/book/show/25168121-axel
22240,19221646,Masterpieces of Negro Eloquence The Best Speeches Delivered by the Negro from the days of Slavery to the Present Time,Alice Dunbar-Nelson,,3.67,5:1|4:2|3:3|2:0|1:0|total:6,5,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19221646-masterpieces-of-negro-eloquence-the-best-speeches-delivered-by-the-negro
22241,11474715,"The ghost in the White House, some suggestions as to how a hundred million people (who are supposed in a vague, helpless way to haunt the White House) can make themselves felt with a president, how they can back him up, express themselves to him, be expre",Gerald Stanley Lee,"Many of the earliest books, particularly those dating back to the 1900s and before, are now extremely scarce and increasingly expensive. We are republishing these classic works in affordable, high quality, modern editions, using the original text and artwork.",3.12,5:1|4:2|3:3|2:1|1:1|total:8,0,0,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,2940018688396,https://www.goodreads.com/book/show/11474715-the-ghost-in-the-white-house-some-suggestions-as-to-how-a-hundred-milli
22242,25133340,"The Youth's Companion Volume LII, Number 11, Thursday, March 13, 1879",Various,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/25133340-the-youth-s-companion-volume-lii-number-11-thursday-march-13-1879
22243,8694414,Dwell Deep or Hilda Thorn's Life Story,Albert Bigelow Paine,"According to Wikipedia: ""Albert Bigelow Paine (10 July 1861 - 9 April 1937) was an American author and biographer best known for his work with Mark Twain. Paine was a member of the Pulitzer Prize Committee and wrote in several genres, including fiction, humour, and verse... Paine wrote several children's books, the first of which was published in 1898. For a time he served as an editor of St. Nicholas Magazine, a leading children's periodical of the time. He went on to write about his travelling adventures, including The Tent Dwellers, written about a trout fishing trip to Nova Scotia. His 1901 book The Great White Way written about the Arctic indirectly gave New York City's Broadway the name ""Great White Way"" He was the official biographer and literary executor for Mark Twain, and worked with him (and on his behalf after his death) on various projects. His work on Twain's unfinished story The Mysterious Stranger saw him combine three versions of the story into one.""",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,2940000854303,https://www.goodreads.com/book/show/8694414-dwell-deep-or-hilda-thorn-s-life-story
22244,10798186,Miss Pat at Artemis Lodge,Pemberton Ginther,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,132,Dodo Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1406588466,9781406588460,https://www.goodreads.com/book/show/10798186-miss-pat-at-artemis-lodge
22245,15101289,Steve and the Steam Engine,Sara Ware Bassett,"About the Author- Sara Ware Bassett (1872-1968) was a prolific American author of fiction and nonfiction. Her novels primarily deal with New England characters, and most of them are set in two fictional Cape Cod villages she created, Belleport and Wilton. Her first novel, ""Mrs. Christy's Bridge Party,"" was published in 1907. She subsequently wrote over forty additional novels, continuing to write and publish into the late 1950s. Many of her novels focus on love stories and humorously eccentric characters. -Wikipedia For more eBooks visit <a target=""_blank"" href=""http://www.kartindo.com"" rel=""nofollow"">www.kartindo.com</a>",3.00,5:0|4:0|3:1|2:0|1:0|total:1,0,0,,Tutis Digital Pub,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8132009185,9788132009184,https://www.goodreads.com/book/show/15101289-steve-and-the-steam-engine
22246,33355830,The Upper Berth & By the Waters of Paradise,F. Marion Crawford,The Upper Berth By the Waters of Paradise,3.75,5:79|4:112|3:93|2:30|1:2|total:316,1,1,72,Createspace Independent Publishing Platform,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481685862l/33355830._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481685862l/33355830._SY75_.jpg,1541050495,9781541050495,https://www.goodreads.com/book/show/33355830-the-upper-berth-by-the-waters-of-paradise
22247,12687636,If You Touch Them They Vanish,Gouverneur Morris,,4.33,5:2|4:0|3:1|2:0|1:0|total:3,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/12687636-if-you-touch-them-they-vanish
22248,18802294,The Indian Fairy Book From the Original Legends,Cornelius Mathews,,3.49,5:9|4:11|3:7|2:4|1:4|total:35,30,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/18802294-the-indian-fairy-book-from-the-original-legends
22249,14466892,Shorty McCabe,Sewell Ford,"Humorous, slang-filled short stories telling the adventures of Shorty McCabe, ex-lightweight champion turned ""professor of physical culture.""",4.33,5:1|4:2|3:0|2:0|1:0|total:3,1,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1446096661,9781446096666,https://www.goodreads.com/book/show/14466892-shorty-mccabe
22250,10347795,"Lippincott's Magazine of Popular Literature and Science, Volume 22. October, 1878.",Various,,5.00,5:1|4:0|3:0|2:0|1:0|total:1,1,0,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/10347795-lippincott-s-magazine-of-popular-literature-and-science-volume-22-octo
22251,45049174,"The Teacher; Or, Moral Influences Employed in the Instruction and Government of the Young",Jacob Abbott,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,316,Wentworth Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0526049669,9780526049660,https://www.goodreads.com/book/show/45049174-the-teacher-or-moral-influences-employed-in-the-instruction-and-govern
22252,20362746,Rollo on the Atlantic,Jacob Abbott,,2.73,5:2|4:0|3:2|2:7|1:0|total:11,10,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/20362746-rollo-on-the-atlantic
22254,2920062,The Substance of a Journal During a Residence at the Red River Colony; British North America and Fre,John    West,This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.,2.67,5:0|4:1|3:1|2:0|1:1|total:3,1,0,128,BiblioLife,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,143468928X,9781434689283,https://www.goodreads.com/book/show/2920062-the-substance-of-a-journal-during-a-residence-at-the-red-river-colony-b
22255,10611187,The Counts of Gruyere,Anna De Koven,"Many of the earliest books, particularly those dating back to the 1900s and before, are now extremely scarce and increasingly expensive. We are republishing these classic works in affordable, high quality, modern editions, using the original text and artwork.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,166,Coss Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1444672770,9781444672770,https://www.goodreads.com/book/show/10611187-the-counts-of-gruyere
22256,20794505,"Sparkling Gems of Race Knowledge Worth Reading A compendium of valuable information and wise suggestions that will inspire noble effort at the hands of every race-loving man, woman, and child.",James T. Haley,,3.00,5:0|4:0|3:1|2:0|1:0|total:1,1,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/20794505-sparkling-gems-of-race-knowledge-worth-reading-a-compendium-of-valuable
22257,35273078,Matilda / Матилда (Bulgarian)(Български),Roald Dahl,"Матилда е невероятно дете - още преди да тръгне в първи клас, прочита всички книги от местната библиотека, умее и да прави сложни изчисления на ум. Макар че никой не ѝ обръща внимание, тя е единствената, която може да се противопостави на мис Трънчбъл - зловещата директорка на училището.",4.31,5:278623|4:175307|3:72132|2:12152|1:5277|total:543491,22,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9546603848,9789546603845,https://www.goodreads.com/book/show/35273078-matilda-bulgarian
22258,9875323,Tales of the Caliph,H.N. Crellin,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8132009231,9788132009238,https://www.goodreads.com/book/show/9875323-tales-of-the-caliph
22260,12651752,Bell's Cathedrals: The Abbey Church of Tewkesbury with some Account of the Priory Church of Deerhurst Gloucestershire,H.J.L.J. Massé,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3655211392,9783655211397,https://www.goodreads.com/book/show/12651752-bell-s-cathedrals
22261,19411176,A Ioyfull medytacyon to all Englonde of the coronacyon of our moost naturall souerayne lorde kynge Henry the eyght(A Joyful Meditation of the Coronation of King Henry the Eighth),Stephen Hawes,,3.00,5:0|4:0|3:1|2:0|1:0|total:1,1,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19411176-a-ioyfull-medytacyon-to-all-englonde-of-the-coronacyon-of-our-moost-natu
22262,24459897,Sans-peur le corsaire,G. de La Landelle,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/24459897-sans-peur-le-corsaire
